year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,airline
2022,3,14,1907,1900,7,2131,2147,-16,AS,41,N457AS,SEA,ANC,188,1448,19,0,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,1909,1905,4,2145,2135,10,WN,477,N785SW,PDX,PHX,128,1009,19,5,2022-03-14T19:00:00Z,Southwest Airlines Co.
2022,3,14,1911,1857,14,2244,2239,5,F9,152,N350FR,SEA,DEN,119,1024,18,57,2022-03-14T18:00:00Z,Frontier Airlines Inc.
2022,3,14,1918,1920,-2,2143,2146,-3,DL,788,N775DE,SEA,LAS,118,867,19,20,2022-03-14T19:00:00Z,Delta Air Lines Inc.
2022,3,14,1919,1914,5,2144,2145,-1,NK,782,N949NK,SEA,LAS,121,867,19,14,2022-03-14T19:00:00Z,Spirit Air Lines
2022,3,14,1923,1915,8,2216,2209,7,OO,835,N402SY,PDX,SLC,80,630,19,15,2022-03-14T19:00:00Z,SkyWest Airlines Inc.
2022,3,14,1925,1926,-1,2137,2139,-2,OO,837,N263SY,SEA,SJC,110,696,19,26,2022-03-14T19:00:00Z,SkyWest Airlines Inc.
2022,3,14,1928,1930,-2,2147,2155,-8,OO,881,N274SY,SEA,BOI,57,399,19,30,2022-03-14T19:00:00Z,SkyWest Airlines Inc.
2022,3,14,1928,1931,-3,2027,2037,-10,OO,902,N291SY,SEA,GEG,39,224,19,31,2022-03-14T19:00:00Z,SkyWest Airlines Inc.
2022,3,14,1929,1930,-1,2032,2026,6,QX,641,N430QX,SEA,PSC,40,172,19,30,2022-03-14T19:00:00Z,Horizon Air
2022,3,14,1929,1925,4,2215,2212,3,DL,620,N391DA,SEA,SAN,139,1050,19,25,2022-03-14T19:00:00Z,Delta Air Lines Inc.
2022,3,14,1929,1922,7,2215,2205,10,DL,638,N142DU,SEA,SNA,139,978,19,22,2022-03-14T19:00:00Z,Delta Air Lines Inc.
2022,3,14,1929,1930,-1,2158,2159,-1,AS,354,N478AS,SEA,BUR,128,937,19,30,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,1936,1940,-4,2222,2220,2,AS,186,N512AS,SEA,SNA,139,978,19,40,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,1937,1941,-4,2130,2131,-1,OO,879,N302SY,SEA,SMF,93,605,19,41,2022-03-14T19:00:00Z,SkyWest Airlines Inc.
2022,3,14,1937,1929,8,2218,2221,-3,DL,647,N378DA,SEA,PHX,139,1107,19,29,2022-03-14T19:00:00Z,Delta Air Lines Inc.
2022,3,14,1938,1945,-7,2203,2213,-10,QX,504,N435QX,SEA,BOI,68,399,19,45,2022-03-14T19:00:00Z,Horizon Air
2022,3,14,1938,1928,10,2140,2136,4,NK,770,N648NK,PDX,LAS,104,763,19,28,2022-03-14T19:00:00Z,Spirit Air Lines
2022,3,14,1940,1945,-5,2029,2030,-1,QX,697,N434MK,SEA,BLI,28,93,19,45,2022-03-14T19:00:00Z,Horizon Air
2022,3,14,1940,1943,-3,2143,2134,9,UA,467,N452UA,PDX,SFO,97,550,19,43,2022-03-14T19:00:00Z,United Air Lines Inc.
2022,3,14,1940,1935,5,2149,2149,0,UA,334,N76254,SEA,SFO,107,679,19,35,2022-03-14T19:00:00Z,United Air Lines Inc.
2022,3,14,1940,1950,-10,2213,2245,-32,AS,77,N270AK,PDX,ANC,194,1542,19,50,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,1941,1927,14,2217,2211,6,OO,852,N280SY,SEA,ONT,128,956,19,27,2022-03-14T19:00:00Z,SkyWest Airlines Inc.
2022,3,14,1945,1950,-5,2058,2055,3,QX,643,N440QX,SEA,RDM,51,228,19,50,2022-03-14T19:00:00Z,Horizon Air
2022,3,14,1945,1944,1,2155,2210,-15,DL,347,N385DN,SEA,SFO,108,679,19,44,2022-03-14T19:00:00Z,Delta Air Lines Inc.
2022,3,14,1949,1930,19,2047,2021,26,QX,575,N453QX,SEA,PDX,33,129,19,30,2022-03-14T19:00:00Z,Horizon Air
2022,3,14,1950,1950,0,2210,2214,-4,AS,274,N636VA,PDX,SNA,121,859,19,50,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,1952,1945,7,2235,2235,0,QX,690,N631QX,SEA,BIL,83,664,19,45,2022-03-14T19:00:00Z,Horizon Air
2022,3,14,1953,1956,-3,2228,2220,8,OO,854,N305SY,PDX,LAX,116,834,19,56,2022-03-14T19:00:00Z,SkyWest Airlines Inc.
2022,3,14,2000,1742,138,231,2340,171,AS,352,N855VA,SEA,AUS,211,1770,17,42,2022-03-14T17:00:00Z,Alaska Airlines Inc.
2022,3,14,2001,2000,1,2245,2258,-13,OO,802,N176SY,SEA,SLC,89,689,20,0,2022-03-14T20:00:00Z,SkyWest Airlines Inc.
2022,3,14,2004,2010,-6,2215,2227,-12,QX,691,N436QX,PDX,BOI,58,344,20,10,2022-03-14T20:00:00Z,Horizon Air
2022,3,14,2005,1956,9,2305,2240,25,DL,230,N930DZ,SEA,LAX,132,954,19,56,2022-03-14T19:00:00Z,Delta Air Lines Inc.
2022,3,14,2010,2010,0,2342,2347,-5,AS,355,N492AS,SEA,DEN,130,1024,20,10,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2011,2010,1,2259,2259,0,AS,7,N277AK,SEA,PHX,142,1107,20,10,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2013,2015,-2,2222,2220,2,WN,642,N428WN,SEA,SJC,111,696,20,15,2022-03-14T20:00:00Z,Southwest Airlines Co.
2022,3,14,2013,1950,23,2253,2224,29,AS,17,N284AK,PDX,PHX,134,1009,19,50,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,2014,1955,19,2240,2203,37,AS,51,N928VA,SEA,SFO,106,679,19,55,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,2015,2010,5,2137,2134,3,QX,609,N445QX,SEA,MFR,70,352,20,10,2022-03-14T20:00:00Z,Horizon Air
2022,3,14,2016,1955,21,2259,2235,24,AS,359,N224AK,SEA,SAN,142,1050,19,55,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,2019,1955,24,2345,2336,9,DL,533,N3753,SEA,DEN,119,1024,19,55,2022-03-14T19:00:00Z,Delta Air Lines Inc.
2022,3,14,2020,2030,-10,2233,2240,-7,AS,6,N318AS,PDX,LAS,106,763,20,30,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2021,1935,46,2214,2120,54,AS,277,N302AS,SEA,RNO,83,564,19,35,2022-03-14T19:00:00Z,Alaska Airlines Inc.
2022,3,14,2024,2025,-1,2119,2116,3,QX,509,N405QX,SEA,PDX,35,129,20,25,2022-03-14T20:00:00Z,Horizon Air
2022,3,14,2026,2030,-4,2124,2127,-3,QX,526,N623QX,PDX,PAE,40,161,20,30,2022-03-14T20:00:00Z,Horizon Air
2022,3,14,2028,2035,-7,2225,2223,2,AS,96,N294AK,PDX,SFO,90,550,20,35,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2032,2010,22,2238,2216,22,OO,806,N185SY,SEA,FAT,107,748,20,10,2022-03-14T20:00:00Z,SkyWest Airlines Inc.
2022,3,14,2034,2035,-1,2221,2223,-2,OO,822,N198SY,PDX,FAT,92,626,20,35,2022-03-14T20:00:00Z,SkyWest Airlines Inc.
2022,3,14,2035,1815,140,2235,2005,150,AS,218,N851VA,SEA,SMF,89,605,18,15,2022-03-14T18:00:00Z,Alaska Airlines Inc.
2022,3,14,2038,2045,-7,2138,2141,-3,QX,611,N412QX,PDX,SEA,37,129,20,45,2022-03-14T20:00:00Z,Horizon Air
2022,3,14,2038,2045,-7,2305,2310,-5,AS,200,N361VA,PDX,LAX,119,834,20,45,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2045,2015,30,2320,2302,18,AS,46,N435AS,SEA,ANC,187,1448,20,15,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2047,2025,22,1,2345,16,WN,319,N774SW,PDX,DEN,116,991,20,25,2022-03-14T20:00:00Z,Southwest Airlines Co.
2022,3,14,2048,2055,-7,2323,2327,-4,AS,303,N433AS,SEA,ONT,130,956,20,55,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2048,2050,-2,2147,2152,-5,AS,384,N552AS,SEA,GEG,37,224,20,50,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2050,2055,-5,2331,2345,-14,AS,128,N298AK,SEA,FAI,196,1533,20,55,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2055,2035,20,2325,2303,22,AS,422,N323AS,SEA,LAS,119,867,20,35,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2056,2055,1,2317,2321,-4,AS,197,N434AS,PDX,SAN,125,933,20,55,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2057,2100,-3,2201,2209,-8,QX,670,N447QX,PDX,GEG,43,279,21,0,2022-03-14T21:00:00Z,Horizon Air
2022,3,14,2107,2100,7,2209,2156,13,QX,732,N402QX,PDX,SEA,40,129,21,0,2022-03-14T21:00:00Z,Horizon Air
2022,3,14,2113,2115,-2,2322,2319,3,QX,692,N647QX,SEA,OAK,114,672,21,15,2022-03-14T21:00:00Z,Horizon Air
2022,3,14,2122,2110,12,2333,2332,1,OO,900,N304SY,SEA,BOI,56,399,21,10,2022-03-14T21:00:00Z,SkyWest Airlines Inc.
2022,3,14,2125,1945,100,2221,2047,94,QX,585,N448QX,SEA,GEG,41,224,19,45,2022-03-14T19:00:00Z,Horizon Air
2022,3,14,2125,2130,-5,2216,2226,-10,QX,745,N453QX,PDX,SEA,33,129,21,30,2022-03-14T21:00:00Z,Horizon Air
2022,3,14,2129,2126,3,540,536,4,DL,281,N684DA,SEA,MCO,283,2554,21,26,2022-03-14T21:00:00Z,Delta Air Lines Inc.
2022,3,14,2133,2130,3,4,8,-4,DL,552,N3756,SEA,ANC,182,1448,21,30,2022-03-14T21:00:00Z,Delta Air Lines Inc.
2022,3,14,2133,2140,-7,555,555,0,AS,212,N248AK,SEA,TPA,287,2520,21,40,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2134,2050,44,1,2259,62,AS,36,N320AS,SEA,SJC,111,696,20,50,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2134,2110,24,552,519,33,B6,95,N937JB,SEA,JFK,289,2422,21,10,2022-03-14T21:00:00Z,JetBlue Airways
2022,3,14,2135,2140,-5,7,8,-1,AS,345,N837VA,SEA,LAS,125,867,21,40,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2140,2140,0,2251,2241,10,QX,543,N400QX,SEA,ALW,47,213,21,40,2022-03-14T21:00:00Z,Horizon Air
2022,3,14,2140,2140,0,6,2359,7,AS,214,N528AS,SEA,BOI,57,399,21,40,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2143,1758,225,323,2351,212,DL,345,N114DU,SEA,ORD,190,1721,17,58,2022-03-14T17:00:00Z,Delta Air Lines Inc.
2022,3,14,2146,2200,-14,2243,2300,-17,AS,20,N236AK,PDX,SEA,35,129,22,0,2022-03-14T22:00:00Z,Alaska Airlines Inc.
2022,3,14,2147,2150,-3,2323,2325,-2,WN,321,N8569Z,PDX,OAK,86,543,21,50,2022-03-14T21:00:00Z,Southwest Airlines Co.
2022,3,14,2149,2140,9,2256,2246,10,QX,633,N446QX,SEA,EUG,51,234,21,40,2022-03-14T21:00:00Z,Horizon Air
2022,3,14,2150,2150,0,548,600,-12,AS,257,N442AS,SEA,EWR,261,2402,21,50,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2151,2120,31,116,50,26,WN,755,N8638A,SEA,DEN,117,1024,21,20,2022-03-14T21:00:00Z,Southwest Airlines Co.
2022,3,14,2151,2150,1,2359,2350,9,WN,623,N783SW,SEA,OAK,104,672,21,50,2022-03-14T21:00:00Z,Southwest Airlines Co.
2022,3,14,2152,2145,7,2311,2250,21,AS,392,N565AS,SEA,GEG,40,224,21,45,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2155,2124,31,41,2359,42,F9,587,N387FR,SEA,LAS,121,867,21,24,2022-03-14T21:00:00Z,Frontier Airlines Inc.
2022,3,14,2159,2150,9,2245,2246,-1,AS,374,N613AS,SEA,PDX,28,129,21,50,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2200,2040,80,2356,2230,86,AS,279,N556AS,SEA,SMF,88,605,20,40,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2200,2145,15,535,526,9,DL,129,N914DU,SEA,ATL,246,2182,21,45,2022-03-14T21:00:00Z,Delta Air Lines Inc.
2022,3,14,2201,2155,6,34,45,-11,AS,48,N570AS,SEA,ANC,193,1448,21,55,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2202,2200,2,522,531,-9,DL,279,N886DN,PDX,ATL,243,2172,22,0,2022-03-14T22:00:00Z,Delta Air Lines Inc.
2022,3,14,2204,2155,9,545,549,-4,AA,769,N150UW,SEA,CLT,253,2279,21,55,2022-03-14T21:00:00Z,American Airlines Inc.
2022,3,14,2207,2140,27,634,557,37,AS,18,N927VA,SEA,MCO,292,2554,21,40,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2209,2212,-3,606,620,-14,DL,194,N399DA,SEA,BOS,261,2496,22,12,2022-03-14T22:00:00Z,Delta Air Lines Inc.
2022,3,14,2209,2055,74,49,2338,71,AS,133,N847VA,SEA,LAX,131,954,20,55,2022-03-14T20:00:00Z,Alaska Airlines Inc.
2022,3,14,2212,2150,22,2329,2326,3,AS,29,N264AK,SEA,JNU,114,909,21,50,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2218,2140,38,55,18,37,AS,273,N557AS,SEA,BZN,67,543,21,40,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2227,2150,37,100,40,20,DL,366,N111NG,SEA,FAI,195,1533,21,50,2022-03-14T21:00:00Z,Delta Air Lines Inc.
2022,3,14,2229,2140,49,45,8,37,QX,653,N451QX,SEA,MSO,61,389,21,40,2022-03-14T21:00:00Z,Horizon Air
2022,3,14,2240,2140,60,652,620,32,AS,65,N548AS,SEA,FLL,299,2717,21,40,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2240,2155,45,53,2359,54,AS,400,N461AS,SEA,SFO,111,679,21,55,2022-03-14T21:00:00Z,Alaska Airlines Inc.
2022,3,14,2241,2242,-1,621,700,-39,UA,754,N27253,SEA,EWR,257,2402,22,42,2022-03-14T22:00:00Z,United Air Lines Inc.
2022,3,14,2245,2251,-6,2340,2353,-13,OO,876,N290SY,SEA,PSC,35,172,22,51,2022-03-14T22:00:00Z,SkyWest Airlines Inc.
2022,3,14,2246,2252,-6,2344,2359,-15,QX,660,N422QX,SEA,PUW,45,250,22,52,2022-03-14T22:00:00Z,Horizon Air
2022,3,14,2248,2247,1,2358,2358,0,OO,853,N284SY,SEA,EUG,47,234,22,47,2022-03-14T22:00:00Z,SkyWest Airlines Inc.
2022,3,14,2250,2256,-6,22,22,0,OO,887,N257SY,SEA,MFR,69,352,22,56,2022-03-14T22:00:00Z,SkyWest Airlines Inc.
2022,3,14,2250,2255,-5,553,611,-18,DL,280,N3766,SEA,CVG,216,1965,22,55,2022-03-14T22:00:00Z,Delta Air Lines Inc.
2022,3,14,2251,2250,1,134,140,-6,AS,82,N287AK,SEA,FAI,195,1533,22,50,2022-03-14T22:00:00Z,Alaska Airlines Inc.
2022,3,14,2252,2256,-4,2335,2342,-7,QX,503,N439QX,SEA,YKM,28,103,22,56,2022-03-14T22:00:00Z,Horizon Air
2022,3,14,2257,2255,2,132,142,-10,AS,32,N506AS,SEA,ANC,188,1448,22,55,2022-03-14T22:00:00Z,Alaska Airlines Inc.
2022,3,14,2258,2254,4,4,2359,5,QX,719,N427QX,SEA,RDM,48,228,22,54,2022-03-14T22:00:00Z,Horizon Air
2022,3,14,2259,2255,4,2352,2353,-1,QX,548,N635QX,SEA,PSC,30,172,22,55,2022-03-14T22:00:00Z,Horizon Air
2022,3,14,2300,2248,12,2400,2354,6,OO,877,N278SY,SEA,GEG,38,224,22,48,2022-03-14T22:00:00Z,SkyWest Airlines Inc.
2022,3,14,2305,2251,14,9,2359,10,QX,640,N636QX,SEA,EUG,46,234,22,51,2022-03-14T22:00:00Z,Horizon Air
2022,3,14,2309,2300,9,606,612,-6,DL,223,N369DN,PDX,DTW,216,1953,23,0,2022-03-14T23:00:00Z,Delta Air Lines Inc.
2022,3,14,2309,2253,16,706,703,3,DL,241,N923DZ,SEA,JFK,265,2422,22,53,2022-03-14T22:00:00Z,Delta Air Lines Inc.
2022,3,14,2310,2250,20,42,14,28,QX,693,N412QX,SEA,MFR,76,352,22,50,2022-03-14T22:00:00Z,Horizon Air
2022,3,14,2310,2300,10,8,3,5,QX,694,N438QX,SEA,GEG,41,224,23,0,2022-03-14T23:00:00Z,Horizon Air
2022,3,14,2310,2311,-1,2356,2358,-2,QX,706,N437QX,SEA,EAT,29,99,23,11,2022-03-14T23:00:00Z,Horizon Air
2022,3,14,2312,2310,2,13,2359,14,DL,786,N107DU,SEA,PDX,28,129,23,10,2022-03-14T23:00:00Z,Delta Air Lines Inc.
2022,3,14,2312,2314,-2,650,713,-23,AA,501,N438AN,SEA,PHL,256,2378,23,14,2022-03-14T23:00:00Z,American Airlines Inc.
2022,3,14,2314,2314,0,5,2359,6,QX,710,N453QX,SEA,BLI,27,93,23,14,2022-03-14T23:00:00Z,Horizon Air
2022,3,14,2317,2312,5,646,652,-6,DL,283,N826DN,SEA,ATL,245,2182,23,12,2022-03-14T23:00:00Z,Delta Air Lines Inc.
2022,3,14,2318,2250,28,10,2344,26,AS,416,N551AS,SEA,PDX,29,129,22,50,2022-03-14T22:00:00Z,Alaska Airlines Inc.
2022,3,14,2320,2325,-5,718,729,-11,UA,678,N39728,PDX,EWR,269,2434,23,25,2022-03-14T23:00:00Z,United Air Lines Inc.
2022,3,14,2325,2330,-5,708,721,-13,AA,485,N181UW,PDX,CLT,263,2282,23,30,2022-03-14T23:00:00Z,American Airlines Inc.
2022,3,14,2326,2317,9,150,204,-14,AS,70,N448AS,SEA,ANC,185,1448,23,17,2022-03-14T23:00:00Z,Alaska Airlines Inc.
2022,3,14,2334,2329,5,802,810,-8,B6,146,N659JB,SEA,FLL,313,2717,23,29,2022-03-14T23:00:00Z,JetBlue Airways
2022,3,14,2337,2340,-3,754,754,0,AS,23,N516AS,SEA,JFK,291,2422,23,40,2022-03-14T23:00:00Z,Alaska Airlines Inc.
2022,3,14,2339,2320,19,635,628,7,DL,459,N104DN,SEA,DTW,208,1927,23,20,2022-03-14T23:00:00Z,Delta Air Lines Inc.
2022,3,14,2350,2355,-5,517,555,-38,AS,236,N840VA,SEA,ORD,189,1721,23,55,2022-03-14T23:00:00Z,Alaska Airlines Inc.
2022,3,14,2355,2359,-4,535,555,-20,UA,448,N36476,PDX,ORD,199,1739,23,59,2022-03-14T23:00:00Z,United Air Lines Inc.
2022,3,14,2357,2359,-2,542,545,-3,OO,803,N189SY,SEA,AUS,202,1770,23,59,2022-03-14T23:00:00Z,SkyWest Airlines Inc.
2022,3,14,2357,2359,-2,531,558,-27,UA,701,N495UA,SEA,ORD,193,1721,23,59,2022-03-14T23:00:00Z,United Air Lines Inc.
2022,3,15,15,2354,21,816,800,16,B6,328,N527JL,PDX,JFK,276,2454,23,54,2022-03-15T23:00:00Z,JetBlue Airways
2022,3,15,33,30,3,259,311,-12,AS,73,N494AS,SEA,ANC,185,1448,0,30,2022-03-15T00:00:00Z,Alaska Airlines Inc.
2022,3,15,38,39,-1,924,920,4,AA,437,N406AN,SEA,MIA,327,2724,0,39,2022-03-15T00:00:00Z,American Airlines Inc.
2022,3,15,44,45,-1,545,603,-18,DL,245,N868DN,SEA,MSP,158,1399,0,45,2022-03-15T00:00:00Z,Delta Air Lines Inc.
2022,3,15,46,2314,92,121,2359,82,QX,710,N444QX,SEA,BLI,22,93,23,14,2022-03-15T23:00:00Z,Horizon Air
2022,3,15,46,2253,113,821,703,78,DL,241,N880DN,SEA,JFK,260,2422,22,53,2022-03-15T22:00:00Z,Delta Air Lines Inc.
2022,3,15,101,50,11,554,610,-16,DL,254,N320DN,PDX,MSP,157,1426,0,50,2022-03-15T00:00:00Z,Delta Air Lines Inc.
2022,3,15,119,120,-1,654,717,-23,AA,407,N910AU,SEA,DFW,194,1660,1,20,2022-03-15T01:00:00Z,American Airlines Inc.
2022,3,15,244,2314,210,1022,713,189,AA,501,N579UW,SEA,PHL,264,2378,23,14,2022-03-15T23:00:00Z,American Airlines Inc.
2022,3,15,452,500,-8,820,849,-29,UA,753,N17233,SEA,DEN,128,1024,5,0,2022-03-15T05:00:00Z,United Air Lines Inc.
2022,3,15,455,500,-5,748,754,-6,AA,483,N655AW,SEA,PHX,149,1107,5,0,2022-03-15T05:00:00Z,American Airlines Inc.
2022,3,15,505,500,5,815,830,-15,WN,555,N736SA,PDX,DEN,116,991,5,0,2022-03-15T05:00:00Z,Southwest Airlines Co.
2022,3,15,507,515,-8,553,609,-16,QX,511,N426QX,PDX,SEA,33,129,5,15,2022-03-15T05:00:00Z,Horizon Air
2022,3,15,508,500,8,1107,1108,-1,UA,454,N31412,PDX,IAH,219,1825,5,0,2022-03-15T05:00:00Z,United Air Lines Inc.
2022,3,15,509,512,-3,742,753,-11,AA,750,N770UW,PDX,PHX,134,1009,5,12,2022-03-15T05:00:00Z,American Airlines Inc.
2022,3,15,510,505,5,739,740,-1,WN,563,N452WN,PDX,PHX,132,1009,5,5,2022-03-15T05:00:00Z,Southwest Airlines Co.
2022,3,15,517,520,-3,844,900,-16,WN,252,N747SA,SEA,DEN,125,1024,5,20,2022-03-15T05:00:00Z,Southwest Airlines Co.
2022,3,15,526,529,-3,847,835,12,DL,348,N384DN,SEA,SLC,91,689,5,29,2022-03-15T05:00:00Z,Delta Air Lines Inc.
2022,3,15,531,535,-4,851,905,-14,UA,698,N68834,PDX,DEN,121,991,5,35,2022-03-15T05:00:00Z,United Air Lines Inc.
2022,3,15,533,525,8,628,631,-3,DL,784,N107DU,PDX,SEA,29,129,5,25,2022-03-15T05:00:00Z,Delta Air Lines Inc.
2022,3,15,534,530,4,826,823,3,DL,404,N899DN,PDX,SLC,80,630,5,30,2022-03-15T05:00:00Z,Delta Air Lines Inc.
2022,3,15,545,545,0,1155,1140,15,AA,763,N996AN,SEA,DFW,216,1660,5,45,2022-03-15T05:00:00Z,American Airlines Inc.
2022,3,15,548,545,3,1133,1147,-14,AA,455,N908NN,SEA,ORD,189,1721,5,45,2022-03-15T05:00:00Z,American Airlines Inc.
2022,3,15,550,600,-10,711,700,11,AS,371,N918AK,SEA,PDX,31,129,6,0,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,552,600,-8,849,845,4,AS,173,N589AS,SEA,SAN,145,1050,6,0,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,554,600,-6,1256,1305,-9,DL,391,N912DU,SEA,DTW,209,1927,6,0,2022-03-15T06:00:00Z,Delta Air Lines Inc.
2022,3,15,555,559,-4,744,750,-6,UA,478,N446UA,PDX,SFO,92,550,5,59,2022-03-15T05:00:00Z,United Air Lines Inc.
2022,3,15,555,600,-5,809,810,-1,AS,67,N486AS,SEA,SFO,107,679,6,0,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,555,600,-5,905,848,17,AS,143,N971AK,SEA,LAX,135,954,6,0,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,556,600,-4,830,850,-20,AS,33,N290AK,SEA,ANC,192,1448,6,0,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,557,600,-3,1141,1146,-5,AA,607,N581UW,PDX,DFW,197,1616,6,0,2022-03-15T06:00:00Z,American Airlines Inc.
2022,3,15,558,555,3,803,801,2,NK,797,N933NK,PDX,LAS,107,763,5,55,2022-03-15T05:00:00Z,Spirit Air Lines
2022,3,15,558,600,-2,837,825,12,AS,180,N307AS,PDX,LAX,122,834,6,0,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,559,600,-1,851,855,-4,OO,907,N509SY,SEA,LAX,145,954,6,0,2022-03-15T06:00:00Z,SkyWest Airlines Inc.
2022,3,15,559,600,-1,1329,1330,-1,DL,292,N871DN,PDX,ATL,247,2172,6,0,2022-03-15T06:00:00Z,Delta Air Lines Inc.
2022,3,15,559,600,-1,850,850,0,AS,312,N520AS,SEA,PHX,145,1107,6,0,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,605,600,5,1159,1205,-6,AS,330,N459AS,SEA,ORD,195,1721,6,0,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,606,605,1,752,745,7,WN,775,N8697C,PDX,OAK,89,543,6,5,2022-03-15T06:00:00Z,Southwest Airlines Co.
2022,3,15,608,600,8,832,825,7,DL,722,N803DN,PDX,LAX,121,834,6,0,2022-03-15T06:00:00Z,Delta Air Lines Inc.
2022,3,15,609,610,-1,857,900,-3,WN,194,N969WN,SEA,PHX,146,1107,6,10,2022-03-15T06:00:00Z,Southwest Airlines Co.
2022,3,15,610,610,0,819,823,-4,AS,71,N629VA,SEA,SJC,109,696,6,10,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,616,530,46,739,700,39,WN,867,N785SW,PDX,SMF,71,479,5,30,2022-03-15T05:00:00Z,Southwest Airlines Co.
2022,3,15,618,615,3,1348,1347,1,DL,219,N535US,SEA,ATL,247,2182,6,15,2022-03-15T06:00:00Z,Delta Air Lines Inc.
2022,3,15,618,630,-12,722,739,-17,AS,49,N524AS,SEA,GEG,39,224,6,30,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,623,630,-7,1115,1150,-35,DL,316,N815DN,PDX,MSP,159,1426,6,30,2022-03-15T06:00:00Z,Delta Air Lines Inc.
2022,3,15,625,615,10,1129,1125,4,DL,315,N542US,SEA,MSP,155,1399,6,15,2022-03-15T06:00:00Z,Delta Air Lines Inc.
2022,3,15,626,620,6,1420,1429,-9,DL,140,N863DN,PDX,JFK,274,2454,6,20,2022-03-15T06:00:00Z,Delta Air Lines Inc.
2022,3,15,628,630,-2,1221,1229,-8,UA,475,N838UA,SEA,ORD,197,1721,6,30,2022-03-15T06:00:00Z,United Air Lines Inc.
2022,3,15,628,630,-2,1207,1226,-19,UA,472,N62889,PDX,ORD,195,1739,6,30,2022-03-15T06:00:00Z,United Air Lines Inc.
2022,3,15,629,630,-1,915,917,-2,AS,191,N530AS,SEA,SNA,143,978,6,30,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,630,610,20,1214,1205,9,WN,75,N751SW,SEA,MDW,198,1733,6,10,2022-03-15T06:00:00Z,Southwest Airlines Co.
2022,3,15,632,635,-3,858,900,-2,WN,72,N564WN,SEA,LAS,123,867,6,35,2022-03-15T06:00:00Z,Southwest Airlines Co.
2022,3,15,634,640,-6,907,910,-3,AS,205,N291BT,SEA,LAS,128,867,6,40,2022-03-15T06:00:00Z,Alaska Airlines Inc.
2022,3,15,640,645,-5,845,855,-10,WN,557,N205WN,PDX,LAS,109,763,6,45,2022-03-15T06:00:00Z,Southwest Airlines Co.
2022,3,15,644,650,-6,934,925,9,AS,24,N435AS,PDX,PHX,134,1009,6,50,2022-03-15T06:00:00Z,Alaska Airlines Inc.
